customer_id,idade,genero,localizacao,tempo_cliente_anos,tipo_politica,premio_mensal,nivel_cobertura,sinistros_ultimo_ano,atraso_pagamento_dias,satisfacao_cliente,numero_interacoes_atendimento,churn
1117,41,F,Urbano,8,Compreensiva,305.79,Baixa,0,0,4,2,0
1118,48,F,Urbano,3,Compreensiva,339.07,Alta,0,0,2,3,0
1119,28,M,Suburbano,8,Terceiros,192.04,Media,1,0,5,0,0
1120,29,M,Urbano,23,Basica,100.0,Media,1,0,4,0,0
1121,50,M,Urbano,5,Compreensiva,309.53,Alta,0,0,1,2,0
1122,59,F,Suburbano,7,Terceiros,206.2,Baixa,1,0,4,1,0
1123,44,F,Urbano,18,Terceiros,228.57,Media,0,0,3,2,0
1124,32,F,Suburbano,22,Compreensiva,274.99,Alta,0,0,3,1,0
1125,32,F,Suburbano,3,Terceiros,231.93,Media,1,7,1,3,0
1126,46,M,Urbano,9,Terceiros,210.9,Alta,0,13,3,0,0
1127,34,F,Urbano,10,Compreensiva,299.23,Media,0,0,4,1,0
1128,31,M,Urbano,3,Terceiros,211.86,Media,0,15,5,2,1
1129,18,M,Urbano,2,Terceiros,178.25,Alta,1,12,4,5,1
1130,32,M,Urbano,2,Compreensiva,293.86,Baixa,0,0,4,1,0
1131,53,M,Suburbano,2,Basica,133.21,Alta,1,0,4,0,0
1132,48,M,Urbano,3,Basica,122.97,Media,0,0,3,4,0
1133,29,M,Urbano,16,Terceiros,214.08,Media,0,0,4,1,0
1134,56,M,Urbano,13,Terceiros,221.48,Baixa,0,0,3,5,0
1135,39,M,Urbano,2,Terceiros,233.31,Baixa,0,0,2,1,0
1136,38,F,Urbano,24,Compreensiva,283.06,Alta,0,0,4,1,0
1137,60,F,Rural,7,Compreensiva,341.04,Alta,0,0,4,2,0
1138,37,M,Urbano,1,Basica,123.87,Media,0,0,2,2,0
1139,50,M,Suburbano,2,Terceiros,236.39,Media,0,0,4,0,0
1140,47,F,Urbano,10,Basica,134.12,Baixa,0,10,1,4,0
1141,39,F,Urbano,10,Basica,122.21,Media,1,0,4,1,0
1142,39,M,Suburbano,6,Terceiros,212.29,Alta,0,0,3,2,0
1143,51,F,Suburbano,2,Terceiros,223.82,Alta,0,0,3,4,0
1144,37,M,Rural,6,Compreensiva,308.98,Media,1,16,4,3,1
1145,52,M,Urbano,1,Terceiros,244.78,Media,0,0,4,2,0
1146,35,M,Urbano,3,Terceiros,212.43,Alta,0,0,4,4,0
1147,36,F,Urbano,8,Compreensiva,281.5,Media,2,0,1,2,0
1148,24,M,Urbano,5,Terceiros,197.74,Baixa,0,0,4,6,0
1149,49,M,Urbano,6,Terceiros,219.0,Baixa,0,0,3,1,0
1150,49,F,Urbano,15,Terceiros,211.45,Media,0,0,5,4,0
1151,45,M,Suburbano,7,Compreensiva,291.68,Alta,0,19,3,5,1
1152,41,M,Rural,2,Terceiros,227.42,Media,0,0,4,1,0
1153,35,M,Suburbano,8,Terceiros,196.08,Alta,0,0,5,2,0
1154,58,F,Suburbano,4,Compreensiva,342.53,Media,1,0,4,0,0
1155,46,M,Urbano,1,Terceiros,204.38,Alta,0,12,4,2,0
1156,59,M,Rural,2,Compreensiva,340.21,Alta,1,0,3,3,0
1157,50,F,Urbano,6,Basica,141.72,Alta,0,22,4,1,1
1158,54,M,Urbano,2,Compreensiva,314.64,Media,1,0,2,1,0
1159,51,M,Urbano,2,Terceiros,265.61,Media,0,0,2,2,0
1160,46,F,Suburbano,13,Terceiros,226.91,Alta,3,0,4,1,0
1161,33,F,Rural,2,Basica,125.17,Baixa,0,0,1,5,0
1162,42,F,Urbano,8,Compreensiva,293.68,Baixa,0,0,2,1,0
1163,54,F,Urbano,3,Compreensiva,326.68,Media,1,0,3,1,0
1164,31,F,Urbano,8,Terceiros,250.92,Alta,1,0,5,2,0
1165,39,M,Urbano,4,Compreensiva,253.55,Media,0,18,4,2,1
1166,28,M,Urbano,9,Basica,100.0,Alta,0,0,5,5,0
1167,38,F,Urbano,5,Compreensiva,334.78,Media,0,0,3,0,0
1168,49,F,Suburbano,2,Basica,120.21,Media,0,0,3,2,0
1169,49,M,Suburbano,2,Compreensiva,256.8,Alta,0,0,3,2,0
1170,42,F,Suburbano,3,Compreensiva,293.86,Media,0,0,3,3,0
1171,51,M,Rural,5,Terceiros,216.93,Alta,0,0,5,1,0
1172,36,F,Suburbano,2,Terceiros,232.07,Alta,0,0,2,2,0
1173,30,M,Urbano,3,Compreensiva,284.12,Alta,1,0,2,3,0
1174,54,F,Urbano,7,Compreensiva,311.57,Media,0,14,3,2,0
1175,52,M,Urbano,5,Compreensiva,327.38,Baixa,0,0,3,0,0
1176,34,M,Urbano,16,Terceiros,223.47,Media,0,0,1,2,0
1177,55,F,Rural,12,Compreensiva,318.39,Media,0,12,3,7,0
1178,44,M,Rural,6,Basica,122.2,Media,1,0,2,3,0
1179,67,F,Rural,9,Terceiros,247.0,Media,0,15,4,3,0
1180,36,F,Urbano,3,Terceiros,196.06,Media,0,0,3,2,0
1181,56,F,Urbano,6,Compreensiva,316.3,Alta,0,0,4,5,0
1182,30,F,Urbano,8,Basica,100.0,Alta,0,19,1,2,1
1183,36,M,Urbano,5,Terceiros,224.07,Alta,0,13,3,1,0
1184,44,M,Urbano,13,Terceiros,203.54,Baixa,0,0,5,4,0
1185,43,M,Urbano,1,Basica,131.61,Media,3,0,3,3,0
1186,48,M,Urbano,10,Basica,100.0,Baixa,1,24,1,1,1
1187,39,F,Urbano,3,Basica,104.48,Baixa,0,0,2,0,0
1188,42,F,Rural,5,Terceiros,258.83,Baixa,1,0,2,4,0
1189,48,F,Urbano,5,Compreensiva,310.87,Media,1,16,5,2,0
1190,53,F,Urbano,9,Basica,108.61,Media,1,0,1,4,0
1191,42,M,Rural,5,Terceiros,223.43,Media,1,23,4,1,1
1192,52,F,Urbano,1,Compreensiva,319.0,Media,1,0,3,1,0
1193,43,M,Suburbano,4,Basica,113.38,Media,0,0,3,2,0
1194,60,M,Urbano,13,Compreensiva,327.82,Alta,0,0,5,2,0
1195,50,F,Urbano,2,Terceiros,226.05,Baixa,1,0,3,1,0
1196,50,M,Suburbano,2,Compreensiva,292.19,Alta,1,0,2,2,0
1197,37,F,Urbano,2,Terceiros,208.83,Media,2,18,3,0,1
1198,43,F,Suburbano,13,Terceiros,221.07,Media,0,0,2,0,0
1199,41,M,Urbano,4,Basica,117.79,Alta,0,0,1,3,0
1200,50,M,Suburbano,8,Compreensiva,303.09,Alta,0,0,2,0,0
1201,45,M,Rural,10,Compreensiva,278.87,Alta,0,19,3,0,1
1202,64,F,Urbano,10,Terceiros,237.66,Alta,0,0,1,0,0
1203,74,F,Urbano,10,Basica,146.58,Baixa,0,16,4,1,0
1204,50,M,Suburbano,2,Terceiros,186.45,Alta,1,0,3,4,0
1205,40,F,Urbano,7,Terceiros,187.1,Media,0,0,3,0,0
1206,42,M,Rural,1,Compreensiva,312.23,Alta,0,0,2,3,0
1207,49,M,Suburbano,7,Terceiros,208.24,Baixa,1,0,3,3,0
1208,35,M,Urbano,2,Terceiros,202.6,Alta,0,0,3,2,0
1209,57,M,Suburbano,5,Basica,147.49,Media,1,24,3,1,1
1210,33,M,Suburbano,7,Basica,124.87,Media,1,18,4,2,1
1211,28,M,Suburbano,2,Compreensiva,270.29,Baixa,0,0,2,1,0
1212,38,F,Urbano,19,Compreensiva,280.3,Alta,0,0,2,1,0
1213,48,M,Suburbano,6,Terceiros,245.35,Alta,0,22,4,2,1
1214,67,F,Urbano,2,Compreensiva,331.85,Media,1,0,3,2,0
1215,40,M,Urbano,4,Compreensiva,302.91,Alta,0,0,4,2,0
1216,45,F,Suburbano,4,Basica,135.14,Alta,0,0,5,2,0
1217,55,M,Urbano,5,Compreensiva,295.31,Baixa,0,0,5,1,0
1218,45,F,Urbano,3,Compreensiva,313.34,Media,0,20,4,1,1
1219,32,M,Urbano,3,Compreensiva,260.76,Media,1,19,1,2,1
1220,67,M,Urbano,5,Compreensiva,359.53,Baixa,0,0,3,3,0
1221,32,F,Urbano,6,Compreensiva,298.24,Media,0,0,4,1,0
1222,32,M,Urbano,4,Terceiros,199.06,Baixa,0,0,2,2,0
1223,36,M,Urbano,17,Compreensiva,293.45,Alta,3,19,2,2,1
1224,26,F,Urbano,3,Compreensiva,280.45,Alta,2,0,4,3,0
1225,42,F,Urbano,5,Compreensiva,320.21,Media,1,16,2,1,1
1226,33,M,Suburbano,8,Compreensiva,309.87,Baixa,0,12,3,1,1
1227,37,F,Urbano,4,Basica,100.0,Alta,0,0,1,4,0
1228,47,F,Urbano,9,Terceiros,222.61,Alta,1,0,5,2,0
1229,62,M,Urbano,3,Terceiros,226.75,Media,1,0,1,2,0
1230,47,M,Urbano,3,Terceiros,219.48,Alta,2,0,5,3,0
1231,38,F,Urbano,2,Basica,100.0,Media,0,16,3,2,1
1232,30,F,Urbano,3,Basica,100.0,Media,0,19,2,2,1
1233,42,F,Urbano,7,Compreensiva,309.07,Media,0,0,4,1,0
1234,24,M,Urbano,9,Terceiros,214.21,Media,0,0,3,1,0
1235,37,M,Suburbano,3,Compreensiva,296.75,Alta,0,0,3,2,0
1236,44,F,Urbano,11,Compreensiva,305.92,Alta,0,13,1,2,0
1237,41,F,Rural,8,Compreensiva,293.66,Media,0,0,2,2,0
1238,37,F,Urbano,4,Compreensiva,250.42,Media,0,0,4,0,0
1239,43,F,Urbano,4,Terceiros,190.49,Media,0,0,2,2,0
1240,24,M,Suburbano,12,Terceiros,185.07,Baixa,0,9,1,0,0
1241,44,M,Rural,3,Compreensiva,294.51,Media,1,0,3,2,0
1242,43,M,Urbano,2,Terceiros,243.79,Baixa,2,0,3,3,0
1243,65,F,Urbano,6,Compreensiva,347.3,Media,1,0,3,2,0
1244,45,M,Suburbano,3,Terceiros,195.0,Media,0,12,3,3,0
1245,50,M,Suburbano,11,Terceiros,218.85,Media,0,0,3,0,0
1246,54,F,Suburbano,12,Compreensiva,279.42,Baixa,3,11,3,3,0
1247,49,M,Urbano,1,Basica,102.88,Media,1,0,4,0,0
1248,47,M,Suburbano,8,Compreensiva,239.66,Alta,0,0,3,3,0
1249,49,M,Urbano,2,Terceiros,214.11,Alta,0,0,4,3,0
1250,42,F,Rural,2,Compreensiva,292.14,Media,0,0,3,4,0
1251,41,M,Urbano,6,Terceiros,212.76,Baixa,1,0,3,3,0
1252,41,F,Urbano,2,Terceiros,203.09,Media,0,0,5,2,0
1253,44,M,Urbano,1,Terceiros,213.03,Baixa,2,0,2,2,0
1254,47,F,Urbano,8,Terceiros,227.67,Media,1,0,3,3,0
1255,31,F,Urbano,3,Terceiros,190.19,Media,0,17,4,2,1
1256,49,F,Suburbano,13,Terceiros,252.64,Alta,0,0,1,1,0
1257,47,F,Urbano,1,Compreensiva,303.37,Media,0,0,1,2,0
1258,43,F,Urbano,2,Compreensiva,292.89,Alta,1,0,4,1,0
1259,21,M,Urbano,2,Terceiros,184.22,Media,2,0,3,4,0
1260,45,F,Urbano,2,Terceiros,199.59,Alta,1,0,3,1,0
1261,47,F,Urbano,2,Terceiros,223.15,Alta,0,15,1,1,1
1262,41,F,Suburbano,7,Terceiros,238.2,Alta,0,0,5,2,0
1263,53,F,Urbano,4,Basica,132.82,Media,0,0,4,3,0
1264,40,F,Urbano,2,Terceiros,221.79,Media,1,0,3,3,0
1265,45,M,Urbano,7,Compreensiva,321.16,Media,0,0,3,1,0
1266,39,M,Urbano,6,Basica,120.66,Alta,0,12,2,1,0
1267,44,M,Suburbano,8,Terceiros,239.59,Alta,1,14,4,0,0
1268,40,M,Urbano,5,Compreensiva,264.96,Alta,1,16,4,4,1
1269,40,M,Urbano,2,Terceiros,210.68,Media,0,8,1,8,1
1270,33,M,Urbano,3,Compreensiva,302.34,Baixa,1,22,4,1,1
1271,60,M,Suburbano,12,Basica,135.29,Media,1,0,1,1,0
1272,43,F,Urbano,10,Terceiros,201.14,Baixa,1,0,5,1,0
1273,32,M,Urbano,3,Terceiros,216.37,Alta,1,15,5,1,1
1274,38,F,Urbano,4,Compreensiva,326.39,Media,0,12,5,1,0
1275,39,M,Suburbano,3,Basica,135.81,Baixa,0,0,2,2,0
1276,41,F,Urbano,12,Compreensiva,310.15,Baixa,1,0,3,1,0
1277,38,F,Urbano,2,Terceiros,218.1,Alta,0,0,3,2,0
1278,60,M,Urbano,7,Basica,101.92,Media,1,15,2,5,0
1279,31,F,Urbano,3,Compreensiva,292.47,Baixa,1,0,3,1,0
1280,26,M,Suburbano,2,Basica,100.95,Baixa,0,12,5,3,0
1281,49,M,Suburbano,19,Basica,158.58,Alta,2,12,5,2,0
1282,39,F,Suburbano,2,Terceiros,222.35,Baixa,0,0,4,1,0
1283,39,F,Urbano,22,Terceiros,211.44,Media,0,0,5,2,0
1284,53,M,Suburbano,7,Compreensiva,322.68,Baixa,0,0,5,2,0
1285,34,M,Rural,3,Compreensiva,314.76,Baixa,0,0,2,3,0
1286,18,M,Suburbano,6,Compreensiva,242.09,Alta,0,0,5,3,0
1287,51,F,Suburbano,12,Basica,135.71,Media,1,0,3,0,0
1288,39,M,Suburbano,1,Basica,100.0,Baixa,0,11,3,1,0
1289,55,M,Suburbano,14,Terceiros,240.47,Baixa,1,0,4,0,0
1290,42,F,Suburbano,3,Terceiros,210.88,Media,0,0,4,2,0
1291,33,F,Suburbano,1,Terceiros,246.84,Alta,0,9,1,1,1
1292,61,F,Suburbano,4,Terceiros,240.43,Alta,2,0,3,2,0
1293,51,F,Urbano,3,Compreensiva,306.09,Alta,0,0,3,1,0
1294,43,F,Suburbano,22,Terceiros,235.91,Baixa,0,0,4,1,0
1295,48,F,Urbano,2,Terceiros,211.42,Media,4,0,2,2,0
1296,56,F,Suburbano,8,Terceiros,221.36,Alta,1,15,3,4,0
1297,43,M,Suburbano,10,Basica,105.42,Baixa,0,18,2,1,1
1298,51,F,Rural,4,Terceiros,201.47,Media,0,0,5,1,0
1299,59,F,Urbano,5,Terceiros,232.04,Alta,1,0,3,3,0
1300,49,M,Urbano,2,Compreensiva,325.42,Media,1,0,5,1,0
1301,38,M,Suburbano,2,Terceiros,218.96,Baixa,0,0,3,1,0
1302,37,F,Urbano,2,Terceiros,246.15,Alta,0,18,5,0,1
1303,56,F,Urbano,23,Terceiros,267.08,Alta,1,0,5,1,0
1304,40,F,Rural,3,Compreensiva,301.72,Media,1,0,3,1,0
1305,42,M,Urbano,2,Compreensiva,279.91,Alta,0,0,4,1,0
1306,42,F,Urbano,4,Terceiros,235.94,Media,0,0,1,8,0
1307,48,M,Urbano,7,Terceiros,229.65,Media,0,0,4,3,0
1308,48,F,Suburbano,9,Compreensiva,283.84,Alta,0,0,1,1,0
1309,45,M,Urbano,5,Basica,168.79,Baixa,1,7,5,1,0
1310,59,F,Urbano,1,Terceiros,235.34,Alta,1,0,2,2,0
1311,60,F,Urbano,8,Compreensiva,352.4,Media,1,0,5,3,0
1312,39,F,Urbano,7,Compreensiva,299.88,Media,0,21,5,4,1
1313,32,F,Urbano,3,Compreensiva,315.07,Media,0,0,2,2,0
1314,54,M,Urbano,5,Compreensiva,315.43,Baixa,1,0,4,1,0
1315,53,F,Rural,18,Compreensiva,331.4,Baixa,1,0,4,2,0
1316,53,F,Urbano,2,Compreensiva,326.75,Baixa,2,0,3,0,0
1317,42,F,Suburbano,4,Compreensiva,303.21,Baixa,0,0,4,0,0
1318,50,F,Urbano,3,Compreensiva,320.1,Alta,0,0,1,3,0
1319,38,M,Suburbano,8,Terceiros,173.67,Baixa,1,0,5,0,0
1320,44,M,Urbano,3,Terceiros,223.28,Media,2,0,3,1,0
1321,18,F,Suburbano,17,Compreensiva,251.95,Alta,0,11,5,2,0
1322,57,M,Urbano,5,Terceiros,262.26,Alta,0,0,5,2,0
1323,54,F,Urbano,2,Basica,100.0,Media,0,0,3,2,0
1324,53,M,Urbano,3,Terceiros,234.68,Media,1,0,5,3,0
1325,42,M,Suburbano,4,Terceiros,220.25,Media,1,0,3,4,0
1326,51,F,Suburbano,11,Compreensiva,288.18,Alta,1,0,4,1,0
1327,44,F,Urbano,4,Basica,110.35,Media,1,11,1,0,0
1328,57,F,Suburbano,4,Basica,121.43,Media,0,16,4,4,0
1329,55,F,Rural,2,Terceiros,231.38,Alta,0,15,1,1,1
1330,54,F,Urbano,5,Compreensiva,293.04,Alta,1,18,5,2,0
1331,38,M,Urbano,7,Compreensiva,266.09,Baixa,1,18,5,4,1
1332,47,M,Suburbano,5,Compreensiva,337.79,Media,0,17,2,4,1
1333,33,F,Suburbano,5,Compreensiva,293.45,Media,0,0,3,2,0
1334,49,F,Urbano,1,Terceiros,235.5,Alta,0,15,4,1,0
1335,39,F,Urbano,3,Terceiros,224.47,Baixa,2,11,3,1,0
1336,40,F,Urbano,3,Terceiros,227.29,Baixa,1,0,4,4,0
1337,39,M,Urbano,5,Compreensiva,296.34,Media,0,0,3,0,0
1338,34,M,Suburbano,6,Compreensiva,287.23,Media,0,20,4,4,1
1339,49,M,Urbano,5,Terceiros,205.75,Baixa,0,0,3,5,0
1340,43,M,Urbano,4,Basica,165.05,Baixa,0,12,3,2,0
1341,45,M,Urbano,6,Compreensiva,337.36,Alta,1,0,2,1,0
1342,43,M,Urbano,3,Terceiros,226.04,Media,0,0,2,5,0
1343,56,M,Urbano,12,Terceiros,229.1,Alta,2,0,4,3,0
1344,52,M,Urbano,3,Compreensiva,344.32,Alta,0,12,5,5,0
1345,46,M,Urbano,3,Terceiros,206.33,Media,1,12,4,1,0
1346,66,M,Rural,4,Basica,100.0,Alta,0,0,2,1,0
1347,45,F,Suburbano,7,Basica,100.38,Alta,1,0,3,3,0
1348,29,M,Urbano,8,Compreensiva,276.19,Media,0,0,4,1,0
1349,51,F,Rural,3,Terceiros,238.46,Media,1,0,4,3,0
1350,44,F,Urbano,5,Terceiros,236.0,Media,1,0,3,0,0
1351,56,M,Urbano,1,Compreensiva,338.13,Alta,1,0,1,1,0
1352,31,F,Suburbano,8,Compreensiva,299.34,Media,0,17,4,2,1
1353,20,M,Suburbano,12,Terceiros,177.66,Alta,0,0,3,4,0
1354,37,M,Urbano,2,Compreensiva,295.88,Alta,0,0,2,0,0
1355,51,F,Rural,9,Terceiros,207.8,Baixa,0,0,3,0,0
1356,43,M,Urbano,5,Basica,134.43,Alta,0,0,1,3,0
1357,49,F,Suburbano,14,Basica,129.35,Baixa,0,0,4,2,0
1358,34,F,Urbano,2,Compreensiva,350.39,Media,0,0,3,5,0
1359,41,F,Suburbano,3,Terceiros,211.87,Baixa,0,14,3,1,0
1360,56,F,Urbano,5,Terceiros,242.37,Media,1,0,1,3,0
1361,58,F,Urbano,4,Terceiros,221.17,Media,0,0,5,3,0
1362,67,M,Suburbano,2,Compreensiva,355.22,Alta,0,0,2,3,0
1363,51,M,Urbano,7,Compreensiva,327.83,Baixa,2,0,3,3,0
1364,41,F,Suburbano,2,Terceiros,250.52,Alta,0,0,2,1,0
1365,49,F,Rural,5,Basica,100.0,Media,0,0,4,2,0
1366,46,F,Suburbano,2,Basica,100.65,Media,1,13,2,2,1
1367,46,F,Suburbano,9,Compreensiva,322.2,Alta,0,0,4,3,0
1368,34,M,Urbano,7,Basica,100.0,Media,0,0,2,3,0
1369,44,M,Urbano,8,Basica,141.75,Media,0,0,2,1,0
1370,41,F,Suburbano,2,Compreensiva,281.16,Alta,2,0,3,0,0
1371,45,F,Urbano,1,Compreensiva,321.47,Alta,0,0,3,2,0
1372,42,M,Urbano,2,Basica,126.38,Alta,0,0,2,2,0
1373,42,F,Urbano,3,Terceiros,269.41,Media,0,0,5,0,0
1374,44,M,Urbano,2,Basica,143.54,Alta,1,0,2,1,0
1375,52,F,Suburbano,13,Basica,142.82,Baixa,0,0,1,3,0
1376,64,M,Suburbano,1,Basica,180.8,Baixa,0,0,2,3,0
1377,41,M,Urbano,1,Terceiros,222.12,Media,0,0,1,5,0
1378,38,F,Urbano,11,Compreensiva,337.86,Baixa,0,0,3,1,0
1379,57,M,Suburbano,4,Compreensiva,270.2,Baixa,0,0,3,1,0
1380,31,M,Urbano,9,Compreensiva,272.09,Media,2,0,3,1,0
1381,45,F,Urbano,1,Terceiros,251.38,Media,1,0,2,1,0
1382,36,F,Urbano,2,Terceiros,235.57,Media,1,0,5,3,0
1383,19,F,Urbano,9,Compreensiva,267.73,Alta,1,0,1,3,0
1384,62,F,Rural,11,Compreensiva,322.99,Media,0,25,5,0,0
1385,40,M,Urbano,10,Terceiros,197.06,Media,1,0,4,2,0
1386,37,F,Urbano,5,Terceiros,206.74,Media,1,0,4,2,0
1387,38,M,Urbano,9,Terceiros,229.95,Media,0,0,3,1,0
1388,57,M,Suburbano,14,Basica,116.57,Alta,1,0,2,4,0
1389,49,M,Rural,2,Terceiros,200.62,Media,0,0,2,3,0
1390,41,M,Suburbano,6,Terceiros,223.44,Media,3,0,5,5,0
1391,50,F,Urbano,7,Compreensiva,329.89,Media,0,21,1,3,1
1392,31,M,Suburbano,6,Terceiros,211.4,Alta,2,17,5,0,1
1393,48,M,Urbano,1,Terceiros,216.46,Media,0,16,4,1,1
1394,48,M,Urbano,5,Terceiros,202.31,Media,1,0,2,5,0
1395,42,F,Suburbano,1,Basica,100.0,Alta,1,0,1,0,0
1396,50,M,Suburbano,4,Compreensiva,282.84,Alta,1,0,4,4,0
1397,43,M,Urbano,3,Terceiros,232.74,Media,1,0,5,0,0
1398,56,F,Rural,1,Terceiros,205.65,Baixa,1,0,4,0,0
1399,54,M,Urbano,7,Compreensiva,326.37,Alta,1,13,4,3,0
1400,28,F,Suburbano,12,Terceiros,210.9,Media,0,22,2,3,1
1401,34,M,Urbano,10,Basica,124.38,Media,0,12,1,1,1
1402,36,F,Suburbano,5,Compreensiva,287.95,Alta,1,0,5,2,0
1403,56,M,Urbano,2,Compreensiva,297.52,Media,2,0,3,0,0
1404,52,M,Urbano,6,Compreensiva,316.19,Media,1,0,3,1,0
1405,44,M,Rural,5,Terceiros,221.21,Baixa,0,0,4,2,0
1406,36,M,Urbano,5,Terceiros,184.36,Alta,0,15,4,2,1
1407,49,F,Urbano,12,Compreensiva,332.71,Media,1,16,4,1,0
1408,61,F,Urbano,16,Basica,138.56,Media,0,0,3,4,0
1409,57,M,Urbano,4,Compreensiva,299.5,Alta,0,0,3,2,0
1410,44,F,Urbano,1,Terceiros,199.13,Media,2,14,2,1,1
1411,48,F,Urbano,7,Basica,128.38,Baixa,0,0,2,0,0
1412,22,F,Urbano,6,Compreensiva,297.6,Media,0,0,5,4,0
1413,51,M,Urbano,1,Terceiros,230.98,Baixa,0,12,4,2,0
1414,44,M,Suburbano,8,Terceiros,235.92,Media,1,0,3,2,0
1415,56,M,Urbano,14,Terceiros,219.37,Baixa,3,0,3,2,0
1416,29,F,Suburbano,3,Terceiros,202.88,Alta,1,11,3,4,1
1417,43,M,Rural,2,Basica,133.64,Media,0,0,4,1,0
1418,42,F,Suburbano,1,Terceiros,240.33,Media,1,0,4,1,0
1419,49,F,Urbano,2,Terceiros,237.41,Alta,0,16,4,1,1
1420,55,F,Urbano,7,Terceiros,270.85,Alta,1,0,3,3,0
1421,56,F,Urbano,9,Basica,123.09,Alta,1,0,1,3,0
1422,20,F,Urbano,20,Terceiros,180.34,Baixa,0,0,3,0,0
1423,50,F,Suburbano,4,Terceiros,238.41,Alta,0,12,5,3,0
1424,37,M,Urbano,2,Terceiros,194.89,Baixa,0,12,3,1,1
1425,21,M,Urbano,7,Compreensiva,272.3,Alta,1,0,2,1,0
1426,54,M,Urbano,2,Compreensiva,305.84,Media,0,13,2,0,0
1427,52,F,Urbano,14,Compreensiva,328.4,Alta,0,0,3,2,0
1428,45,M,Urbano,3,Compreensiva,329.82,Media,1,0,4,1,0
1429,41,M,Urbano,2,Terceiros,215.38,Media,0,0,3,0,0
1430,67,F,Urbano,1,Compreensiva,319.91,Alta,1,0,3,1,0
1431,62,M,Urbano,3,Terceiros,232.49,Alta,0,13,5,1,0
1432,57,M,Rural,4,Terceiros,263.1,Alta,2,17,3,0,0
1433,44,F,Urbano,10,Terceiros,208.73,Alta,0,0,4,3,0
1434,38,M,Rural,5,Compreensiva,306.81,Baixa,1,0,4,1,0
1435,48,M,Urbano,20,Basica,119.75,Media,1,0,1,0,0
1436,53,M,Suburbano,3,Compreensiva,299.17,Baixa,0,0,1,3,0
1437,50,F,Urbano,2,Terceiros,214.4,Baixa,0,0,3,1,0
1438,34,M,Suburbano,3,Terceiros,179.86,Media,0,0,1,1,0
1439,42,F,Urbano,2,Compreensiva,310.94,Media,0,0,2,3,0
1440,48,M,Urbano,5,Compreensiva,305.58,Media,0,0,4,1,0
1441,35,F,Urbano,4,Terceiros,232.64,Media,0,21,2,2,1
1442,39,F,Urbano,7,Compreensiva,287.92,Baixa,0,0,3,1,0
1443,43,M,Urbano,3,Compreensiva,309.42,Media,1,0,4,1,0
1444,47,M,Urbano,2,Basica,107.89,Media,3,0,3,0,0
1445,49,F,Suburbano,4,Terceiros,266.24,Media,1,0,4,0,0
1446,45,F,Urbano,2,Compreensiva,290.81,Baixa,1,0,4,1,0
1447,56,F,Urbano,5,Basica,128.02,Baixa,0,0,3,2,0
1448,39,M,Suburbano,2,Terceiros,197.92,Alta,0,0,3,1,0
1449,38,F,Urbano,15,Compreensiva,282.34,Alta,1,0,2,2,0
1450,47,F,Urbano,9,Compreensiva,300.06,Media,0,13,3,0,0
1451,52,F,Urbano,1,Terceiros,220.24,Media,0,0,2,1,0
1452,41,F,Suburbano,4,Compreensiva,313.72,Alta,0,0,4,1,0
1453,44,M,Suburbano,8,Terceiros,260.06,Media,1,0,3,1,0
1454,52,F,Urbano,4,Terceiros,212.82,Media,0,16,1,2,1
1455,21,M,Urbano,7,Compreensiva,271.27,Media,1,15,2,3,1
1456,35,M,Suburbano,11,Compreensiva,299.58,Media,0,0,5,3,0
1457,29,F,Urbano,18,Compreensiva,317.39,Media,0,21,3,0,1
1458,44,F,Suburbano,19,Basica,119.01,Alta,0,0,5,1,0
1459,34,M,Rural,24,Compreensiva,260.29,Media,0,0,3,6,0
1460,42,M,Suburbano,5,Basica,141.72,Alta,0,14,2,4,1
1461,48,M,Urbano,3,Compreensiva,335.67,Alta,0,13,1,2,1
1462,52,F,Urbano,5,Terceiros,253.69,Baixa,2,14,3,1,0
1463,41,M,Urbano,1,Compreensiva,288.54,Media,1,0,4,0,0
1464,43,M,Urbano,5,Basica,119.23,Media,0,0,4,1,0
1465,29,M,Urbano,2,Compreensiva,293.38,Alta,3,12,3,4,1
1466,21,M,Urbano,11,Terceiros,190.8,Baixa,0,0,4,2,0
1467,41,F,Suburbano,2,Terceiros,194.6,Media,0,22,1,1,1
1468,54,M,Urbano,2,Compreensiva,320.08,Baixa,0,14,1,4,0
1469,43,M,Rural,4,Terceiros,189.75,Media,1,0,4,1,0
1470,44,M,Suburbano,9,Terceiros,199.55,Alta,2,0,3,2,0
1471,40,M,Suburbano,2,Compreensiva,296.3,Media,0,0,4,3,0
1472,57,M,Urbano,23,Terceiros,270.75,Baixa,0,0,4,4,0
1473,66,M,Rural,2,Terceiros,206.37,Media,2,0,3,1,0
1474,42,M,Urbano,7,Terceiros,234.04,Alta,0,15,4,0,1
1475,57,M,Urbano,9,Terceiros,244.22,Alta,1,22,3,3,1
1476,44,F,Urbano,3,Compreensiva,287.09,Media,2,13,1,1,1
1477,41,M,Urbano,1,Basica,126.71,Media,1,16,3,4,1
1478,38,F,Suburbano,5,Compreensiva,256.14,Media,1,0,3,2,0
1479,40,M,Urbano,9,Terceiros,250.2,Media,1,0,1,4,0
1480,37,M,Suburbano,14,Basica,143.15,Media,0,0,2,1,0
1481,30,M,Rural,9,Terceiros,225.2,Media,1,0,4,3,0
1482,39,F,Rural,10,Terceiros,198.24,Media,0,15,3,2,0
